code	title	ec
00561	Glycerolipid metabolism	CG5966  CG6753  CG6847  CG7329  CG8093  CG31991  CG11425  CG11426  CG11437  CG11438  CG11440  CG12746  CG8709  CG8804  CG8805  CG1941  CG1942  CG1946  CG5966  CG6753  CG6847  CG7329  CG8093  CG3812  CG4729  CG4753  CG31873  CG15450  CG3209  CG5508  CG1216  CG18374  CG7995  CG8298  CG10638  CG10863  CG12766  CG40064  CG6083  CG6084  CG9436  CG31075  CG3752  CG9629  CG2767  CG1986  CG4582  CG5665  CG7997  CG31140  CG34361  CG34384  CG42667  CG8657  CG12746  CG9886 
00562	Inositol phosphate metabolism	CG10426  CG3573  CG6562  CG13688  CG13688  CG5671  CG4123  CG4317  CG42283  CG6805  CG9784  CG4026  CG45017  CG13688  CG42283  CG6805  CG9784  CG3028  CG3028  CG42271  CG11143  CG15743  CG17026  CG17027  CG17028  CG17029  CG9389  CG9391  CG15743  CG17026  CG17027  CG17028  CG17029  CG9389  CG9391  CG6910  CG10260  CG2929  CG7004  CG17471  CG3682  CG9985  CG5373  CG3530  CG3632  CG6542  CG9115  CG15743  CG17026  CG17027  CG17028  CG17029  CG9389  CG9391  CG3620  CG4200  CG4574  CG30295  CG4141  CG17896  CG2171  CG6355  CG9245  CG42271  CG11621  CG3530  CG3632  CG6542  CG9115  CG7956  CG9128 
00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	CG42456  CG32578  CG14550  CG14463  CG12077  CG30381  CG13089  CG11190  CG44255  CG9865  CG9376  CG4433  CG4406  CG12006  CG3033  CG3160  CG2292  CG6401  CG12263  CG18173  CG9870  CG44239  CG45068  CG12006  CG44239  CG9865  CG6401  CG12263  CG2144  CG2292  CG4406 
00564	Glycerophospholipid metabolism	CG4825  CG4625  CG32699  CG9655  CG1049  CG18330  CG2201  CG17907  CG4757  CG12345  CG5547  CG2201  CG3525  CG11124  CG14507  CG1583  CG17035  CG3009  CG30503  CG6718  CG31140  CG34361  CG34384  CG42667  CG8657  CG11425  CG11426  CG11437  CG11438  CG11440  CG12746  CG8709  CG8804  CG8805  CG12110  CG43345  CG9248  CG12110  CG43345  CG9248  CG11124  CG14507  CG1583  CG17035  CG3009  CG30503  CG6718  CG3812  CG4729  CG4753  CG9245  CG15450  CG3209  CG5508  CG3215  CG9042  CG2137  CG7311  CG8256  CG2818  CG33116  CG6016  CG7149  CG2212  CG9655  CG18815  CG2212  CG7962  CG18815  CG2212  CG5991  CG2818  CG18858  CG2212  CG31683  CG7718  CG4774  CG4729  CG4753  CG9526  CG8766  CG32699  CG9655  CG8745  CG12746 
00565	Ether lipid metabolism	CG10253  CG11425  CG11426  CG11437  CG11438  CG11440  CG8804  CG8805  CG33116  CG6016  CG7149  CG8440  CG8962  CG11124  CG14507  CG1583  CG17035  CG3009  CG30503  CG6718  CG32699  CG32699  CG11124  CG14507  CG1583  CG17035  CG3009  CG30503  CG6718  CG33116  CG6016  CG7149  CG12110  CG43345  CG9248 
00590	Arachidonic acid metabolism	CG12013  CG15116  CG12013  CG15116  CG11124  CG14507  CG1583  CG17035  CG3009  CG30503  CG6718  CG10602  CG1492  CG17636  CG4829  CG6461  CG16817  CG4086  CG8938 
00592	alpha-Linolenic acid metabolism	CG17544  CG4586  CG5009  CG9527  CG9707  CG9709  CG17544  CG4586  CG5009  CG9527  CG9707  CG9709  CG17544  CG4586  CG5009  CG9527  CG9707  CG9709  CG11124  CG14507  CG1583  CG17035  CG3009  CG30503  CG6718 
00600	Sphingolipid metabolism	CG1471  CG1471  CG3576  CG9078  CG9078  CG9078  CG12034  CG3376  CG6962  CG3576  CG16708  CG11425  CG11426  CG11437  CG11438  CG11440  CG8804  CG8805  CG11425  CG11426  CG11437  CG11438  CG11440  CG8804  CG8805  CG11425  CG11426  CG11437  CG11438  CG11440  CG8804  CG8805  CG4016  CG4162  CG10425  CG7997  CG3132  CG9092  CG31148  CG31414  CG33090  CG6437  CG13969  CG1471  CG1747  CG32484  CG1747  CG32484  CG8946  CG8946 
00601	Glycosphingolipid biosynthesis - lacto and neolacto series	CG30036  CG30037  CG33145  CG30036  CG30037  CG33145  CG17223  CG5878  CG17223  CG5878 
00603	Glycosphingolipid biosynthesis - globo and isoglobo series	CG5731  CG17223  CG5878  CG1318  CG1787  CG7997  CG17223  CG5878  CG17223  CG5878  CG17223  CG5878  CG17223  CG5878  CG17223  CG5878 
00604	Glycosphingolipid biosynthesis - ganglio series	CG3132  CG9092  CG1318  CG1787  CG9706  CG9706 
00620	Pyruvate metabolism	CG11876  CG7010  CG7024  CG10924  CG17725  CG11249  CG12229  CG2964  CG7069  CG7070  CG7362  CG1707  CG4365  CG1516  CG10120  CG5889  CG7848  CG7964  CG7969  CG10748  CG10749  CG5362  CG7998  CG10160  CG13334  CG9390  CG9390  CG31075  CG3752  CG9629  CG10932  CG9149  CG11198  CG1236  CG11876  CG7010  CG7024  CG5261  CG7430  CG10970  CG11052  CG14022  CG16870  CG18371  CG18505  CG34161  CG31874  CG4094  CG4095  CG6140 
00630	Glyoxylate and dicarboxylate metabolism	CG2227  CG4706  CG4900  CG6342  CG9244  CG9542  CG4706  CG4900  CG6342  CG9244  CG18003  CG1236  CG14740  CG3861  CG1236  CG1236  CG10748  CG10749  CG5362  CG7998  CG11291  CG32487  CG32488  CG5567  CG5577  CG10932  CG9149  CG3926  CG3011  CG3999  CG6415  CG7430  CG7758  CG6871  CG9314  CG1743  CG2718  CG9886 
00640	Propanoate metabolism	CG17896  CG11198  CG7433  CG5044  CG17896  CG6432  CG6432  CG9390  CG9390  CG10160  CG13334  CG4389  CG6543  CG12262  CG10622  CG1065  CG11963  CG6255  CG10622  CG1065  CG11963  CG6255  CG10932  CG9149  CG7430  CG17691  CG8199  CG17691  CG8199  CG5599 
00650	Butanoate metabolism	CG12068  CG13377  CG1140  CG10399  CG4311  CG10932  CG9149  CG4389  CG6543  CG7433  CG14994  CG7811  CG4703  CG4860  CG4685  CG10639 
00670	One carbon pool by folate	CG31628  CG18466  CG14887  CG14887  CG7560  CG18466  CG4067  CG4067  CG34424  CG6415  CG1750  CG8665  CG4067  CG31628  CG11089  CG3181  CG3011  CG6415  CG14887 
00730	Thiamine metabolism	CG17146  CG3140  CG10581  CG14721  CG12264  CG10592  CG10827  CG1462  CG16771  CG1809  CG3264  CG3290  CG3292  CG5150  CG5361  CG5656  CG8105  CG8147  CG31469  CG33747  CG33748 
00740	Riboflavin metabolism	CG16848  CG4407  CG2846  CG31469  CG33747  CG33748  CG6656  CG7899 
00750	Vitamin B6 metabolism	CG31472  CG31473  CG31472  CG31473  CG12237  CG14212  CG34455  CG12237  CG14212  CG34455  CG12237  CG14212  CG34455  CG11899  CG31472  CG31473  CG31472  CG31473 
00760	Nicotinate and nicotinamide metabolism	CG16758  CG18128  CG13645  CG13645  CG9940  CG3714  CG13645  CG13645  CG16758  CG18128  CG33156  CG6145  CG8080  CG11883  CG30103  CG30104  CG32549  CG3362  CG42249  CG4827  CG11883  CG32549  CG3362  CG42249 
00770	Pantothenate and CoA biosynthesis	CG10575  CG5725  CG5828  CG30290  CG5725  CG5828  CG5725  CG5828  CG3027  CG1411  CG2194  CG1673  CG10575  CG32099  CG5629 
00780	Biotin metabolism	CG14670  CG14670  CG14670  CG14670  CG14670  CG14670  CG14670  CG14670  CG12170  CG32754  CG12170 
00785	Lipoic acid metabolism	CG5231  CG9804  CG5231  CG9804  CG44243 
00790	Folate biosynthesis	CG12116  CG12117  CG2543  CG31773  CG2543  CG31773  CG14887  CG14887  CG4665  CG12116  CG12117  CG9441  CG9441  CG9441  CG9441  CG14887  CG2543  CG31773  CG32155  CG10592  CG10827  CG1462  CG16771  CG1809  CG3264  CG3290  CG3292  CG5150  CG5361  CG5656  CG8105  CG8147  CG16784  CG33048  CG10238  CG16784  CG6673  CG6776  CG6781  CG33048  CG2945  CG2945  CG1692 
00830	Retinol metabolism	CG3481  CG6598  CG31991  CG31991  CG10672  CG10672  CG10178  CG11012  CG11289  CG13270  CG13271  CG15661  CG15902  CG17200  CG17322  CG17323  CG17324  CG17932  CG2788  CG31002  CG3797  CG4302  CG4414  CG4772  CG5724  CG5999  CG6475  CG6633  CG6644  CG6649  CG6653  CG6658  CG8652  CG9481  CG15629  CG9265 
00860	Porphyrin and chlorophyll metabolism	CG3433  CG15117  CG2135  CG10178  CG11012  CG11289  CG13270  CG13271  CG15661  CG15902  CG17200  CG17322  CG17323  CG17324  CG17932  CG2788  CG31002  CG3797  CG4302  CG4414  CG4772  CG5724  CG5999  CG6475  CG6633  CG6644  CG6649  CG6653  CG6658  CG8652  CG9481  CG6022  CG5037  CG2098  CG8971  CG5796  CG1818  CG1885  CG1818  CG9165  CG10335  CG3017  CG4573  CG5394  CG3803  CG14716  CG5796  CG2098 
00900	Terpenoid backbone biosynthesis	CG33671  CG10932  CG9149  CG4311  CG10367  CG5919  CG8239  CG10268  CG12389  CG8593  CG12389  CG8593  CG8593  CG10778  CG4775  CG10585  CG31005  CG17565  CG2976  CG4852  CG11268  CG9360  CG9000 
00910	Nitrogen metabolism	CG10899  CG11284  CG11967  CG12309  CG18672  CG18673  CG3669  CG3940  CG5379  CG6074  CG6906  CG7820  CG9235  CG1743  CG2718  CG9674  CG9674  CG4434  CG5320 
00920	Sulfur metabolism	CG7280  CG15743  CG7789  CG8363  CG8363  CG14997  CG30022  CG30023  CG12279  CG13263  CG17903  CG8363  CG8363  CG13263  CG17903 
00970	Aminoacyl-tRNA biosynthesis	CG11471  CG5414  CG10687  CG6796  CG6335  CG13348  CG2263  CG5706  CG10092  CG9020  CG10506  CG8257  CG8431  CG6778  CG31739  CG3821  CG17259  CG31133  CG4938  CG15100  CG31322  CG4062  CG5660  CG13391  CG4633  CG12141  CG33123  CG7479  CG5353  CG7441  CG9735  CG1750  CG16912  CG4561  CG12186  CG5394  CG4573  CG5394  CG33649  CG5463  CG6007  CG33649  CG5463  CG6007  CG17259  CG31133  CG4938  CG12788  CG1427 
00980	Metabolism of xenobiotics by cytochrome P450	CG10045  CG10091  CG11512  CG11784  CG12242  CG1681  CG16936  CG1702  CG1742  CG17522  CG17523  CG17524  CG17525  CG17527  CG17530  CG17531  CG17533  CG17534  CG17639  CG18548  CG30000  CG30005  CG33177  CG33178  CG33546  CG4181  CG4371  CG4381  CG4421  CG4423  CG4688  CG5164  CG5224  CG6662  CG8938  CG10045  CG10091  CG11512  CG11784  CG12242  CG1681  CG16936  CG1702  CG1742  CG17522  CG17523  CG17524  CG17525  CG17527  CG17530  CG17531  CG17533  CG17534  CG17639  CG18548  CG30000  CG30005  CG33177  CG33178  CG33546  CG4181  CG4371  CG4381  CG4421  CG4423  CG4688  CG5164  CG5224  CG6662  CG8938  CG10178  CG11012  CG11289  CG13270  CG13271  CG15661  CG15902  CG17200  CG17322  CG17323  CG17324  CG17932  CG2788  CG31002  CG3797  CG4302  CG4414  CG4772  CG5724  CG5999  CG6475  CG6633  CG6644  CG6649  CG6653  CG6658  CG8652  CG9481  CG11140  CG3481  CG6598  CG10045  CG10091  CG11512  CG11784  CG12242  CG1681  CG16936  CG1702  CG1742  CG17522  CG17523  CG17524  CG17525  CG17527  CG17530  CG17531  CG17533  CG17534  CG17639  CG18548  CG30000  CG30005  CG33177  CG33178  CG33546  CG4181  CG4371  CG4381  CG4421  CG4423  CG4688  CG5164  CG5224  CG6662  CG8938  CG10045  CG10091  CG11512  CG11784  CG12242  CG1681  CG16936  CG1702  CG1742  CG17522  CG17523  CG17524  CG17525  CG17527  CG17530  CG17531  CG17533  CG17534  CG17639  CG18548  CG30000  CG30005  CG33177  CG33178  CG33546  CG4181  CG4371  CG4381  CG4421  CG4423  CG4688  CG5164  CG5224  CG6662  CG8938  CG10045  CG10091  CG11512  CG11784  CG12242  CG1681  CG16936  CG1702  CG1742  CG17522  CG17523  CG17524  CG17525  CG17527  CG17530  CG17531  CG17533  CG17534  CG17639  CG18548  CG30000  CG30005  CG33177  CG33178  CG33546  CG4181  CG4371  CG4381  CG4421  CG4423  CG4688  CG5164  CG5224  CG6662  CG8938  CG10045  CG10091  CG11512  CG11784  CG12242  CG1681  CG16936  CG1702  CG1742  CG17522  CG17523  CG17524  CG17525  CG17527  CG17530  CG17531  CG17533  CG17534  CG17639  CG18548  CG30000  CG30005  CG33177  CG33178  CG33546  CG4181  CG4371  CG4381  CG4421  CG4423  CG4688  CG5164  CG5224  CG6662  CG8938  CG10045  CG10091  CG11512  CG11784  CG12242  CG1681  CG16936  CG1702  CG1742  CG17522  CG17523  CG17524  CG17525  CG17527  CG17530  CG17531  CG17533  CG17534  CG17639  CG18548  CG30000  CG30005  CG33177  CG33178  CG33546  CG4181  CG4371  CG4381  CG4421  CG4423  CG4688  CG5164  CG5224  CG6662  CG8938  CG10045  CG10091  CG11512  CG11784  CG12242  CG1681  CG16936  CG1702  CG1742  CG17522  CG17523  CG17524  CG17525  CG17527  CG17530  CG17531  CG17533  CG17534  CG17639  CG18548  CG30000  CG30005  CG33177  CG33178  CG33546  CG4181  CG4371  CG4381  CG4421  CG4423  CG4688  CG5164  CG5224  CG6662  CG8938  CG10045  CG10091  CG11512  CG11784  CG12242  CG1681  CG16936  CG1702  CG1742  CG17522  CG17523  CG17524  CG17525  CG17527  CG17530  CG17531  CG17533  CG17534  CG17639  CG18548  CG30000  CG30005  CG33177  CG33178  CG33546  CG4181  CG4371  CG4381  CG4421  CG4423  CG4688  CG5164  CG5224  CG6662  CG8938  CG10045  CG10091  CG11512  CG11784  CG12242  CG1681  CG16936  CG1702  CG1742  CG17522  CG17523  CG17524  CG17525  CG17527  CG17530  CG17531  CG17533  CG17534  CG17639  CG18548  CG30000  CG30005  CG33177  CG33178  CG33546  CG4181  CG4371  CG4381  CG4421  CG4423  CG4688  CG5164  CG5224  CG6662  CG8938  CG10045  CG10091  CG11512  CG11784  CG12242  CG1681  CG16936  CG1702  CG1742  CG17522  CG17523  CG17524  CG17525  CG17527  CG17530  CG17531  CG17533  CG17534  CG17639  CG18548  CG30000  CG30005  CG33177  CG33178  CG33546  CG4181  CG4371  CG4381  CG4421  CG4423  CG4688  CG5164  CG5224  CG6662  CG8938  CG10045  CG10091  CG11512  CG11784  CG12242  CG1681  CG16936  CG1702  CG1742  CG17522  CG17523  CG17524  CG17525  CG17527  CG17530  CG17531  CG17533  CG17534  CG17639  CG18548  CG30000  CG30005  CG33177  CG33178  CG33546  CG4181  CG4371  CG4381  CG4421  CG4423  CG4688  CG5164  CG5224  CG6662  CG8938  CG10045  CG10091  CG11512  CG11784  CG12242  CG1681  CG16936  CG1702  CG1742  CG17522  CG17523  CG17524  CG17525  CG17527  CG17530  CG17531  CG17533  CG17534  CG17639  CG18548  CG30000  CG30005  CG33177  CG33178  CG33546  CG4181  CG4371  CG4381  CG4421  CG4423  CG4688  CG5164  CG5224  CG6662  CG8938  CG10045  CG10091  CG11512  CG11784  CG12242  CG1681  CG16936  CG1702  CG1742  CG17522  CG17523  CG17524  CG17525  CG17527  CG17530  CG17531  CG17533  CG17534  CG17639  CG18548  CG30000  CG30005  CG33177  CG33178  CG33546  CG4181  CG4371  CG4381  CG4421  CG4423  CG4688  CG5164  CG5224  CG6662  CG8938  CG10045  CG10091  CG11512  CG11784  CG12242  CG1681  CG16936  CG1702  CG1742  CG17522  CG17523  CG17524  CG17525  CG17527  CG17530  CG17531  CG17533  CG17534  CG17639  CG18548  CG30000  CG30005  CG33177  CG33178  CG33546  CG4181  CG4371  CG4381  CG4421  CG4423  CG4688  CG5164  CG5224  CG6662  CG8938  CG10045  CG10091  CG11512  CG11784  CG12242  CG1681  CG16936  CG1702  CG1742  CG17522  CG17523  CG17524  CG17525  CG17527  CG17530  CG17531  CG17533  CG17534  CG17639  CG18548  CG30000  CG30005  CG33177  CG33178  CG33546  CG4181  CG4371  CG4381  CG4421  CG4423  CG4688  CG5164  CG5224  CG6662  CG8938  CG13280  CG3597  CG3609  CG10178  CG11012  CG11289  CG13270  CG13271  CG15661  CG15902  CG17200  CG17322  CG17323  CG17324  CG17932  CG2788  CG31002  CG3797  CG4302  CG4414  CG4772  CG5724  CG5999  CG6475  CG6633  CG6644  CG6649  CG6653  CG6658  CG8652  CG9481 
00981	Insect hormone biosynthesis	CG15101  CG15102  CG15106  CG17330  CG8425  CG15101  CG15102  CG15106  CG8425  CG6578  CG6578  CG12028  CG12028  CG14728  CG14728  CG9504  CG13478  CG6816  CG40050  CG10594  CG41624  CG17330  CG10352  CG15739  CG2680  CG9360  CG31075  CG3752 
00982	Drug metabolism - cytochrome P450	CG11140  CG3006  CG10045  CG10091  CG11512  CG11784  CG12242  CG1681  CG16936  CG1702  CG1742  CG17522  CG17523  CG17524  CG17525  CG17527  CG17530  CG17531  CG17533  CG17534  CG17639  CG18548  CG30000  CG30005  CG33177  CG33178  CG33546  CG4181  CG4371  CG4381  CG4421  CG4423  CG4688  CG5164  CG5224  CG6662  CG8938  CG3481  CG6598  CG10178  CG11012  CG11289  CG13270  CG13271  CG15661  CG15902  CG17200  CG17322  CG17323  CG17324  CG17932  CG2788  CG31002  CG3797  CG4302  CG4414  CG4772  CG5724  CG5999  CG6475  CG6633  CG6644  CG6649  CG6653  CG6658  CG8652  CG9481  CG10178  CG11012  CG11289  CG13270  CG13271  CG15661  CG15902  CG17200  CG17322  CG17323  CG17324  CG17932  CG2788  CG31002  CG3797  CG4302  CG4414  CG4772  CG5724  CG5999  CG6475  CG6633  CG6644  CG6649  CG6653  CG6658  CG8652  CG9481  CG13611  CG13611  CG13611  CG3481  CG6598  CG3481  CG6598  CG11140  CG10178  CG11012  CG11289  CG13270  CG13271  CG15661  CG15902  CG17200  CG17322  CG17323  CG17324  CG17932  CG2788  CG31002  CG3797  CG4302  CG4414  CG4772  CG5724  CG5999  CG6475  CG6633  CG6644  CG6649  CG6653  CG6658  CG8652  CG9481 
00983	Drug metabolism - other enzymes	CG9242  CG8891  CG18516  CG18519  CG18522  CG6045  CG7642  CG17224  CG3788  CG6330  CG2194  CG1411  CG3027  CG3593  CG4798  CG6364  CG1799  CG8349  CG8353  CG8360  CG17148  CG2505  CG34139  CG3841  CG6917  CG10178  CG11012  CG11289  CG13270  CG13271  CG15661  CG15902  CG17200  CG17322  CG17323  CG17324  CG17932  CG2788  CG31002  CG3797  CG4302  CG4414  CG4772  CG5724  CG5999  CG6475  CG6633  CG6644  CG6649  CG6653  CG6658  CG8652  CG9481  CG15117  CG2135  CG17148  CG2505  CG34139  CG3841  CG6917  CG17148  CG2505  CG34139  CG3841  CG6917 
01040	Biosynthesis of unsaturated fatty acids	CG1444  CG6746  CG9267  CG10849  CG4389  CG4389  CG17544  CG4586  CG5009  CG9527  CG9707  CG9709  CG3971  CG1444  CG6746  CG9267  CG10849  CG1444  CG6746  CG9267  CG10849  CG1444  CG6746  CG9267  CG10849  CG1444  CG6746  CG9267  CG10849  CG15531  CG5887  CG5925  CG7923  CG8630  CG9743  CG9747  CG1444  CG6746  CG9267  CG10849  CG1444  CG6746  CG9267  CG10849  CG1444  CG6746  CG9267  CG10849  CG4389  CG4389  CG17544  CG4586  CG5009  CG9527  CG9707  CG9709  CG3971  CG1444  CG6746  CG9267  CG10849  CG1444  CG6746  CG9267  CG10849  CG1444  CG6746  CG9267  CG10849  CG1444  CG6746  CG9267  CG10849  CG1444  CG6746  CG9267  CG10849  CG1444  CG6746  CG9267  CG10849  CG15531  CG5887  CG5925  CG7923  CG8630  CG9743  CG9747 
